podcast_id;guest_id;date;amount;name;creation_date;title;category;sponsor_id;extra_info;subject
327;610;09/12/2022;2102;Johnson PLC;19/08/2025;Study;hour;;;Culture
58;12;21/11/2022;4951;Kennedy, Hayes and Ferguson;06/09/2024;Nation;beat;171.0;author;Culture
117;112;17/11/2023;2317;Cook, Jackson and Gray;31/08/2024;One;final;181.0;life;Politics
444;960;20/03/2021;4082;White-Mathis;04/12/2025;Wind;capital;;;Health
267;671;03/08/2024;3026;Smith-Allen;09/04/2021;Music;side;;;Health
146;756;03/11/2025;4143;Welch-Curry;07/10/2025;Clearly;him;;;Environment
251;341;26/07/2023;2079;Johnson PLC;25/03/2022;Coach;whom;;;Health
352;587;30/07/2021;897;Lane LLC;07/12/2022;Author;medical;;;Politics
88;636;15/05/2020;4526;Johnson, Jackson and Franklin;30/12/2023;Soon;behavior;;;Politics
257;75;19/02/2022;3336;Miller-Evans;19/03/2025;Writer;simply;;;Sports
215;307;01/01/2020;198;Butler Inc;17/04/2025;On;identify;;;Science
350;940;02/04/2025;2755;Harrell Ltd;13/09/2025;Nothing;institution;;;Technology
284;233;09/07/2021;2062;Thomas-Cain;30/06/2025;Carry;take;;;Entertainment
21;497;26/11/2025;2055;Stevens-Walters;23/05/2023;Wish;difficult;93.0;drive;Education
21;497;26/11/2025;2055;Stevens-Walters;23/05/2023;Wish;difficult;199.0;soon;Education
167;546;15/12/2025;3606;Bell-Mcmahon;14/06/2022;Thought;everything;;;Health
82;630;08/11/2024;2180;Wright, Allen and Evans;30/11/2023;Republican;realize;;;Politics
401;507;17/08/2023;2175;Barnes-Forbes;08/02/2024;Business;director;;;Environment
175;199;21/02/2025;4651;Reed Ltd;15/12/2022;Interest;raise;151.0;able;Health
87;525;15/03/2020;4834;Mccullough LLC;04/02/2022;Ready;summer;166.0;tax;Education
215;597;21/08/2023;3102;Butler Inc;17/04/2025;Along;television;;;Science
82;773;30/11/2020;4518;Wright, Allen and Evans;30/11/2023;Stand;effort;;;Politics
257;807;04/07/2023;595;Miller-Evans;19/03/2025;Compare;away;;;Sports
362;704;08/07/2023;4911;Jones-Lee;15/04/2023;Yet;course;;;Science
427;860;14/08/2025;3658;Cruz-Perry;25/06/2025;Road;weight;;;Sports
438;145;14/08/2021;4649;Eaton, Hall and Robles;20/09/2023;Whose;interview;;;Politics
52;350;23/02/2024;4550;Mclaughlin-Cole;28/09/2023;In;believe;;;Sports
484;245;22/12/2025;2993;Garcia, Farley and Barber;08/08/2023;Generation;tell;;;Culture
137;162;09/11/2022;1876;Miles, Boyer and Griffin;26/04/2023;Go;before;163.0;environmental;Health
142;541;10/09/2025;4332;Arroyo LLC;25/09/2025;Thank;garden;;;Technology
260;388;03/10/2022;1398;Aguilar, Ferrell and Valentine;17/11/2025;Number;total;;;Culture
169;362;25/03/2021;2226;Allen Group;31/08/2025;Close;eye;;;Science
481;589;18/08/2023;3342;Rosales Group;03/11/2023;Space;recognize;;;Health
361;903;07/04/2022;4441;Perez-Owens;21/01/2025;Set;talk;69.0;management;Culture
415;574;18/12/2021;1434;Johnson-Fuller;08/08/2025;Specific;unit;99.0;middle;Health
57;745;11/01/2026;1044;Lopez, Kelly and Jones;10/11/2023;Really;stop;;;Environment
403;372;04/07/2022;3918;Santos-Smith;21/01/2025;Seven;better;;;Science
97;238;13/06/2021;3370;Harris, Brooks and Stephenson;10/06/2023;Face;dinner;;;Entertainment
447;460;06/11/2022;3578;Wright PLC;01/04/2024;Than;during;;;Politics
390;229;24/01/2023;3873;Vargas-Kane;12/05/2021;Over;of;;;Business
116;106;26/06/2020;3426;Forbes, Weaver and Morales;06/04/2021;General;address;;;Politics
447;708;30/06/2021;3623;Wright PLC;01/04/2024;Sense;within;;;Politics
476;569;10/04/2024;2779;Zamora, Martin and Perry;22/11/2021;Behavior;treat;;;Politics
211;526;30/12/2025;1049;Arnold, Reynolds and Bowman;23/04/2025;Plant;kid;;;Culture
19;997;20/02/2025;2580;York-Rojas;05/06/2023;International;central;;;Science
240;788;07/03/2020;504;Steele, Moody and Robles;05/09/2024;Century;opportunity;110.0;large;Health
79;863;11/05/2020;4832;Spencer, Rhodes and Moore;11/05/2023;Street;evening;;;Sports
127;276;30/03/2021;3234;Gonzalez, Duarte and Malone;02/10/2023;Manager;form;;;Business
99;853;28/07/2022;1924;Hawkins Inc;07/11/2022;Way;set;;;Education
360;676;13/10/2020;217;Butler-Mcgee;02/05/2021;Without;series;;;Culture
253;44;31/08/2023;3092;Smith, Lewis and Benitez;18/01/2023;Edge;process;;;Business
429;86;30/08/2025;889;Marks-Wilson;18/01/2023;No;age;;;Entertainment
69;807;28/04/2024;1873;Martinez Inc;19/01/2024;Compare;away;98.0;several;Technology
417;196;04/11/2020;3939;Perez Group;23/05/2021;Usually;tell;;;Sports
281;535;10/12/2022;1201;Hoffman, Watson and Peterson;03/09/2025;Especially;I;;;Environment
243;951;21/09/2025;3495;Johnson Inc;12/11/2021;Adult;right;83.0;agreement;Science
216;132;02/02/2020;3995;Warren and Sons;09/03/2023;Middle;show;;;Education
5;841;19/03/2021;3727;Schneider Group;28/01/2025;About;page;;;Culture
476;17;27/07/2023;720;Zamora, Martin and Perry;22/11/2021;Before;determine;;;Politics
14;147;02/07/2021;1131;Mcdonald-Wall;13/04/2025;Rule;paper;107.0;identify;Politics
409;342;20/01/2026;312;Taylor Group;29/11/2021;Indicate;item;146.0;situation;Technology
230;219;01/06/2021;1427;Shaffer-Mayer;02/04/2023;Economy;bad;;;Culture
291;411;28/03/2020;3889;Fox-Carter;25/02/2022;Life;similar;70.0;family;Technology
273;893;09/06/2022;554;Long-Meyers;29/11/2021;Company;as;;;Health
285;62;28/08/2021;2313;Taylor-Hunt;29/10/2022;Rather;unit;;;Politics
275;351;17/04/2024;4050;Smith, Mcguire and Mueller;17/03/2021;Road;more;;;Environment
252;356;20/12/2024;2382;Martinez, Ward and Hughes;07/09/2023;Central;per;;;Entertainment
397;382;27/06/2020;2379;Boyer PLC;27/05/2025;Consumer;institution;;;Science
322;643;03/06/2020;2784;Alvarez, Foster and Barnes;08/04/2022;Image;play;;;Health
359;96;08/04/2020;843;Buchanan Ltd;21/04/2022;Support;nothing;176.0;lead;Culture
106;818;08/12/2023;3829;Dawson, Campbell and Jones;06/01/2023;Never;opportunity;;;Sports
30;649;24/09/2021;4076;Lowery and Sons;31/03/2023;Try;soldier;;;Politics
93;322;18/08/2021;1659;Fox-Morris;14/02/2022;Investment;product;;;Culture
151;56;13/03/2024;3503;Barber, Peters and Lewis;09/05/2024;Minute;girl;;;Entertainment
295;876;11/10/2023;4302;Daniels-Robinson;08/02/2026;Activity;himself;;;Environment
426;651;24/12/2022;3245;Castillo, Knight and Davis;01/01/2022;Small;where;;;Education
162;784;10/07/2025;4999;Jensen LLC;11/07/2023;Prepare;war;36.0;conference;Entertainment
346;846;09/02/2022;3604;Fuller Ltd;03/09/2023;At;Congress;90.0;writer;Business
448;351;18/12/2020;747;Thomas, Baker and Mason;04/09/2022;Road;more;;;Science
385;504;12/03/2024;768;Anderson, Cochran and Martinez;25/05/2025;Since;less;;;Business
262;207;14/03/2024;3368;Robbins-Cox;13/12/2021;Finally;meet;137.0;television;Culture
262;207;14/03/2024;3368;Robbins-Cox;13/12/2021;Finally;meet;188.0;exist;Culture
167;601;15/02/2026;1922;Bell-Mcmahon;14/06/2022;Radio;light;;;Health
79;842;25/12/2020;4221;Spencer, Rhodes and Moore;11/05/2023;Cause;offer;;;Sports
229;999;13/04/2023;2355;English, Johnson and Hart;16/06/2022;One;somebody;;;Education
356;168;31/05/2020;2865;George Group;28/09/2022;Sort;performance;62.0;six;Education
356;168;31/05/2020;2865;George Group;28/09/2022;Sort;performance;144.0;tough;Education
178;345;26/03/2021;3394;Good-Richards;07/05/2025;Radio;along;;;Science
46;571;15/11/2025;2203;Cox-Schaefer;17/06/2024;Nearly;rather;;;Sports
380;864;07/05/2021;1322;Kaufman-Rhodes;14/09/2022;Room;send;;;Environment
422;409;26/01/2020;1368;Oneill and Sons;09/01/2022;Seem;effort;;;Sports
71;494;24/05/2023;2287;Hudson Ltd;24/11/2024;Move;them;147.0;other;Environment
71;494;24/05/2023;2287;Hudson Ltd;24/11/2024;Move;them;167.0;often;Environment
191;571;06/04/2021;4717;Anderson Group;03/05/2022;Nearly;rather;;;Politics
260;831;01/07/2022;3230;Aguilar, Ferrell and Valentine;17/11/2025;Behavior;suddenly;;;Culture
16;910;28/05/2025;1036;Kline-Pope;24/12/2021;Degree;land;111.0;score;Culture
467;826;23/01/2026;1749;Davis Inc;24/11/2025;Inside;value;;;Business
8;74;24/03/2021;4172;Moore, Fischer and Gonzalez;07/03/2021;Official;many;198.0;home;Education
207;432;07/10/2024;984;Crosby Inc;07/02/2022;Important;consider;;;Entertainment
306;814;07/10/2024;1507;Williams, Wilson and Johnson;28/05/2021;Expert;discover;;;Health
206;441;14/04/2021;546;Marsh-Ramirez;16/09/2021;Dark;audience;26.0;town;Education
458;497;01/02/2020;685;Price-Thomas;23/08/2024;Wish;difficult;;;Technology
86;83;26/02/2023;1003;Guerrero Inc;24/01/2025;Test;accept;33.0;idea;Health
86;83;26/02/2023;1003;Guerrero Inc;24/01/2025;Test;accept;38.0;thought;Health
440;293;26/02/2021;4420;Garcia Group;02/06/2023;Strong;mission;165.0;central;Culture
500;36;01/03/2022;1153;Holmes-Ford;11/09/2023;Project;city;;;Business
495;443;12/02/2026;2334;Villanueva-Thompson;15/09/2024;Imagine;day;;;Business
422;232;08/09/2023;601;Oneill and Sons;09/01/2022;Phone;improve;;;Sports
422;621;24/08/2021;2057;Oneill and Sons;09/01/2022;Lose;return;;;Sports
341;842;04/01/2023;4664;King, Ramirez and Pierce;26/01/2025;Cause;offer;;;Environment
480;586;17/06/2025;1446;Wright, Collins and Mata;26/04/2024;Money;management;;;Sports
286;344;16/07/2020;2625;Jones Inc;14/11/2024;Serve;evidence;;;Health
153;339;28/02/2022;503;Hernandez PLC;19/07/2024;Local;much;148.0;next;Environment
247;91;19/08/2022;2195;Chavez-Ramirez;03/09/2024;Sign;treat;;;Environment
17;563;18/07/2022;1459;Rhodes-Thompson;29/06/2023;Crime;ground;;;Sports
130;129;22/10/2023;1620;Clark-Short;17/03/2023;Run;full;;;Entertainment
214;818;13/09/2025;1887;Carney PLC;10/12/2025;Never;opportunity;100.0;unit;Education
209;618;14/06/2020;1384;Smith-Henderson;03/06/2023;Too;fire;;;Science
232;156;09/04/2023;3604;Noble-Ball;23/08/2022;Ever;throughout;;;Education
238;584;30/04/2021;2523;Turner-Mccormick;26/01/2025;Be;day;75.0;get;Technology
238;584;30/04/2021;2523;Turner-Mccormick;26/01/2025;Be;day;160.0;whom;Technology
238;584;30/04/2021;2523;Turner-Mccormick;26/01/2025;Be;day;187.0;customer;Technology
419;358;10/11/2022;2504;Johnson-Patel;08/07/2022;Serious;list;;;Health
456;184;31/12/2022;3106;Tate and Sons;23/05/2021;Matter;organization;194.0;professional;Education
112;750;15/06/2023;1250;Tapia-Nelson;11/10/2021;Election;conference;;;Science
302;176;19/01/2022;1016;Roach, Griffin and Moore;06/07/2021;Market;argue;;;Politics
34;437;22/04/2023;2684;Estrada, Cabrera and Salas;16/01/2023;Central;support;;;Health
312;290;10/01/2026;3896;Green Inc;29/07/2021;Oil;maintain;178.0;cold;Science
36;129;04/08/2025;606;Sullivan and Sons;10/02/2026;Run;full;94.0;success;Environment
36;129;04/08/2025;606;Sullivan and Sons;10/02/2026;Run;full;108.0;thing;Environment
69;656;05/03/2021;819;Martinez Inc;19/01/2024;His;head;98.0;several;Technology
453;610;21/10/2023;1290;Short, Beck and Anderson;22/07/2024;Study;hour;;;Business
450;353;10/06/2023;1406;Casey-Sanchez;19/03/2022;Reflect;force;;;Entertainment
91;439;13/11/2024;743;Warren Group;07/04/2021;Staff;hundred;;;Technology
165;510;20/11/2025;4410;Mills-Morales;09/04/2024;View;sound;132.0;citizen;Science
176;467;01/01/2024;1056;Perry Group;13/02/2025;Just;western;156.0;data;Culture
132;290;14/02/2022;1637;Clark, Mitchell and Rodriguez;23/02/2024;Oil;maintain;;;Education
240;267;13/05/2021;4900;Steele, Moody and Robles;05/09/2024;Alone;place;110.0;large;Health
311;503;20/08/2021;1990;Green, Khan and Hawkins;21/07/2022;Study;environmental;;;Business
397;417;15/04/2021;784;Boyer PLC;27/05/2025;Live;effort;;;Science
322;669;02/02/2020;4228;Alvarez, Foster and Barnes;08/04/2022;Camera;determine;;;Health
243;942;10/01/2024;2914;Johnson Inc;12/11/2021;Others;one;83.0;agreement;Science
483;902;14/03/2024;1397;Reyes-Garza;23/11/2023;Crime;himself;;;Education
288;745;18/02/2021;3678;Acevedo Ltd;03/02/2023;Really;stop;121.0;few;Health
363;557;26/12/2022;3667;Page, Moore and Burgess;07/10/2021;Stand;wrong;;;Science
468;941;05/08/2020;3749;Howell, Coleman and Manning;02/02/2023;Sister;address;21.0;hit;Education
204;386;22/11/2023;3538;Thomas, Strong and Riley;10/07/2022;War;charge;119.0;investment;Sports
182;690;23/11/2024;3088;Herrera, Perry and Miranda;18/05/2025;State;himself;;;Culture
390;990;08/01/2021;1440;Vargas-Kane;12/05/2021;Provide;education;;;Business
121;703;12/07/2024;4558;Lambert Group;23/08/2024;Avoid;ok;179.0;movie;Business
446;972;27/10/2021;4839;Warren-Underwood;14/03/2024;Energy;attack;;;Politics
314;64;19/08/2025;1809;Carpenter-Davis;07/07/2024;Actually;eat;;;Business
335;219;31/05/2020;2694;Martin-Kaiser;29/11/2021;Economy;bad;;;Environment
181;192;03/02/2022;1927;Randolph-Mccoy;27/08/2021;More;you;85.0;quite;Education
53;785;25/10/2024;2300;Edwards, Freeman and Watson;05/12/2021;Tax;environment;;;Education
88;409;31/12/2022;3043;Johnson, Jackson and Franklin;30/12/2023;Seem;effort;;;Politics
479;252;08/04/2021;1377;Juarez, George and Chambers;04/02/2024;Authority;big;;;Technology
433;925;15/02/2021;817;Buckley and Sons;02/12/2021;Almost;learn;;;Sports
238;240;23/06/2021;1786;Turner-Mccormick;26/01/2025;Director;skill;75.0;get;Technology
238;240;23/06/2021;1786;Turner-Mccormick;26/01/2025;Director;skill;160.0;whom;Technology
238;240;23/06/2021;1786;Turner-Mccormick;26/01/2025;Director;skill;187.0;customer;Technology
13;400;08/04/2022;3054;Browning and Sons;02/02/2024;Marriage;now;;;Politics
122;477;31/05/2023;3576;West, Morrison and Cisneros;17/07/2024;Key;run;17.0;form;Entertainment
122;477;31/05/2023;3576;West, Morrison and Cisneros;17/07/2024;Key;run;29.0;character;Entertainment
426;896;25/12/2020;2101;Castillo, Knight and Davis;01/01/2022;One;hundred;;;Education
73;486;07/04/2024;3020;Williams, Adams and Miller;09/05/2022;Certain;class;;;Technology
56;283;16/05/2025;3029;Lara-Lewis;03/08/2022;Yes;money;;;Health
436;265;18/04/2021;1597;Vincent, Krueger and Coleman;29/03/2021;Upon;like;;;Politics
206;119;30/11/2025;2957;Marsh-Ramirez;16/09/2021;Information;soon;26.0;town;Education
176;951;02/05/2020;874;Perry Group;13/02/2025;Adult;right;156.0;data;Culture
285;623;15/07/2022;2654;Taylor-Hunt;29/10/2022;Occur;sea;;;Politics
275;607;24/04/2025;4388;Smith, Mcguire and Mueller;17/03/2021;Radio;miss;;;Environment
47;546;17/05/2020;1021;Cohen PLC;15/04/2024;Thought;everything;;;Science
278;530;16/10/2022;2192;Erickson LLC;03/05/2021;Hand;Republican;;;Culture
259;970;23/01/2020;3178;Bird LLC;26/05/2021;Movement;sometimes;6.0;field;Technology
52;865;12/05/2023;1186;Mclaughlin-Cole;28/09/2023;Compare;bad;;;Sports
306;20;11/04/2021;3719;Williams, Wilson and Johnson;28/05/2021;Central;indeed;;;Health
8;339;30/01/2026;4846;Moore, Fischer and Gonzalez;07/03/2021;Local;much;198.0;home;Education
296;824;07/06/2023;4683;Lopez, Hernandez and Reyes;22/11/2024;Allow;national;;;Culture
241;615;05/02/2020;4037;Garcia-Torres;07/09/2022;Others;feeling;;;Sports
87;489;03/09/2020;2497;Mccullough LLC;04/02/2022;Win;together;166.0;tax;Education
265;432;03/08/2022;3993;Marks, Ramsey and Kennedy;07/05/2025;Important;consider;;;Health
337;364;27/08/2024;963;Cannon-Valdez;12/05/2022;Job;order;;;Health
486;71;20/01/2026;1552;Kane-Black;28/11/2025;Pay;young;3.0;claim;Entertainment
348;611;28/03/2023;4157;Carr-Oneill;12/11/2023;Month;hair;53.0;stage;Health
348;611;28/03/2023;4157;Carr-Oneill;12/11/2023;Month;hair;123.0;everybody;Health
235;929;20/12/2021;1713;Weber and Sons;04/01/2022;Figure;any;;;Education
373;872;19/08/2024;1444;Dalton, Moore and Martinez;22/06/2023;Former;government;;;Business
259;825;20/02/2023;384;Bird LLC;26/05/2021;Visit;toward;6.0;field;Technology
458;792;06/01/2022;4863;Price-Thomas;23/08/2024;Buy;say;;;Technology
172;153;08/05/2025;1361;Frazier, White and Short;30/08/2021;House;face;68.0;major;Business
172;153;08/05/2025;1361;Frazier, White and Short;30/08/2021;House;face;193.0;black;Business
311;261;17/10/2025;4152;Green, Khan and Hawkins;21/07/2022;Across;tonight;;;Business
301;607;08/01/2021;1051;Wang PLC;21/09/2022;Radio;miss;192.0;table;Entertainment
478;451;06/02/2020;1371;Keller, Bell and Nash;25/02/2022;Republican;best;;;Education
298;312;19/12/2023;3365;Davis Group;16/01/2024;Language;always;;;Business
482;358;13/04/2024;3404;David, Warner and Quinn;29/06/2024;Serious;list;;;Science
291;185;20/04/2025;3392;Fox-Carter;25/02/2022;Indeed;plant;70.0;family;Technology
310;649;13/03/2024;2268;Perez-Haynes;02/03/2021;Try;soldier;;;Education
56;574;29/11/2021;2306;Lara-Lewis;03/08/2022;Specific;unit;;;Health
287;705;15/08/2025;4475;Davis and Sons;09/09/2024;Tonight;education;28.0;free;Sports
287;705;15/08/2025;4475;Davis and Sons;09/09/2024;Tonight;education;102.0;training;Sports
287;705;15/08/2025;4475;Davis and Sons;09/09/2024;Tonight;education;185.0;force;Sports
462;229;31/05/2025;1844;Ruiz-Hernandez;03/03/2024;Over;of;113.0;make;Environment
361;971;11/04/2020;1691;Perez-Owens;21/01/2025;;action;69.0;management;Culture
255;516;03/03/2021;2136;Friedman-Landry;06/04/2025;Third;attack;37.0;mouth;Culture
255;516;03/03/2021;2136;Friedman-Landry;06/04/2025;Third;attack;175.0;term;Culture
439;887;27/01/2024;1264;Johnson-Stewart;29/10/2025;Large;together;;;Education
71;754;02/09/2025;3645;Hudson Ltd;24/11/2024;Ready;future;147.0;other;Environment
71;754;02/09/2025;3645;Hudson Ltd;24/11/2024;Ready;future;167.0;often;Environment
180;257;05/01/2020;3464;Rice Group;09/12/2023;Yet;room;;;Culture
77;504;30/09/2022;1909;Ellis, Perry and Weber;31/03/2021;Since;less;;;Science
381;821;22/07/2024;1037;Gray-Gonzalez;13/08/2025;Involve;meet;;;Environment
432;184;25/08/2023;2174;Ayala Group;27/06/2021;Matter;organization;168.0;international;Politics
275;702;28/11/2024;2129;Smith, Mcguire and Mueller;17/03/2021;Year;strong;;;Environment
364;725;20/04/2021;3793;Bryant-Bullock;16/06/2021;Old;require;31.0;quite;Entertainment
119;810;26/07/2025;508;Clark and Sons;03/02/2025;Enjoy;college;135.0;alone;Education
441;233;11/07/2022;3113;Stone Ltd;29/03/2024;Carry;take;8.0;ten;Entertainment
493;397;22/12/2025;4510;Jordan Group;06/08/2022;Figure;operation;;;Health
309;989;31/03/2022;4334;Sims-Smith;04/09/2025;Office;us;;;Culture
90;825;08/01/2025;2492;Williams Ltd;14/07/2022;Visit;toward;;;Culture
9;460;13/08/2021;4399;Fowler Group;25/06/2023;Than;during;;;Health
242;841;07/08/2020;2909;Moore, Aguilar and Bowers;15/06/2022;About;page;;;Politics
323;246;22/05/2020;4544;Watson-Hardy;18/07/2024;Hot;over;;;Technology
321;847;12/09/2024;4660;Woods-Bell;12/01/2023;Election;again;;;Sports
453;670;30/05/2022;2716;Short, Beck and Anderson;22/07/2024;Analysis;more;;;Business
12;206;28/02/2022;552;Harris-Thomas;11/09/2024;Poor;go;14.0;now;Education
245;188;03/10/2025;3099;Johnson-Mclaughlin;25/02/2021;Yourself;prevent;;;Culture
113;809;02/09/2024;829;Weaver-Roth;18/03/2022;Consider;however;32.0;put;Sports
113;809;02/09/2024;829;Weaver-Roth;18/03/2022;Consider;however;42.0;road;Sports
387;913;23/05/2024;4667;Zimmerman Group;18/06/2024;American;executive;1.0;it;Culture
23;481;12/03/2024;4398;Williams Ltd;14/03/2022;Thing;think;;;Technology
105;961;01/07/2023;2374;Campbell, Anderson and Marquez;26/01/2024;Travel;project;9.0;argue;Health
364;524;28/02/2021;1425;Bryant-Bullock;16/06/2021;Yes;low;31.0;quite;Entertainment
487;137;07/06/2021;3778;Boyd LLC;18/11/2025;Mr;sign;114.0;should;Technology
487;137;07/06/2021;3778;Boyd LLC;18/11/2025;Mr;sign;143.0;far;Technology
272;797;27/09/2021;4111;Smith-Vang;07/11/2024;Its;less;;;Culture
339;859;31/05/2024;3848;Torres-Garza;23/10/2024;Break;box;96.0;analysis;Health
500;944;20/05/2021;2181;Holmes-Ford;11/09/2023;Worker;reduce;;;Business
199;127;23/11/2024;3188;Fletcher, Parker and Thomas;12/11/2022;Have;medical;35.0;own;Technology
387;661;27/08/2024;2275;Zimmerman Group;18/06/2024;Brother;somebody;1.0;it;Culture
437;16;21/02/2020;4735;Cox-Guzman;18/06/2022;Upon;charge;;;Politics
270;580;28/08/2023;1077;Torres, Arellano and Nelson;10/12/2022;Unit;through;;;Health
387;389;28/02/2023;2187;Zimmerman Group;18/06/2024;World;win;1.0;it;Culture
172;397;30/01/2025;1083;Frazier, White and Short;30/08/2021;Figure;operation;68.0;major;Business
172;397;30/01/2025;1083;Frazier, White and Short;30/08/2021;Figure;operation;193.0;black;Business
89;819;03/05/2024;4092;Diaz PLC;18/12/2024;Want;yes;;;Education
68;48;17/09/2023;2825;Chambers Inc;02/02/2023;Its;class;;;Culture
204;433;12/04/2024;1427;Thomas, Strong and Riley;10/07/2022;Son;vote;119.0;investment;Sports
412;452;14/09/2024;3556;Smith, Benson and Harvey;25/09/2021;Ok;within;;;Science
36;497;28/10/2020;2177;Sullivan and Sons;10/02/2026;Wish;difficult;94.0;success;Environment
36;497;28/10/2020;2177;Sullivan and Sons;10/02/2026;Wish;difficult;108.0;thing;Environment
81;293;06/08/2024;3630;Tran Inc;16/01/2025;Strong;mission;88.0;partner;Entertainment
178;704;28/02/2022;3745;Good-Richards;07/05/2025;Yet;course;;;Science
52;495;24/07/2020;3197;Mclaughlin-Cole;28/09/2023;Write;coach;;;Sports
199;499;15/02/2021;2041;Fletcher, Parker and Thomas;12/11/2022;Sell;cold;35.0;own;Technology
151;931;01/09/2020;4403;Barber, Peters and Lewis;09/05/2024;Station;from;;;Entertainment
30;616;09/07/2024;2876;Lowery and Sons;31/03/2023;Certainly;should;;;Politics
409;557;11/12/2022;3385;Taylor Group;29/11/2021;Stand;wrong;146.0;situation;Technology
108;740;05/11/2024;3982;Campbell PLC;21/04/2024;Turn;be;;;Culture
78;786;17/06/2022;1873;Johnson Ltd;07/11/2021;Memory;computer;57.0;part;Education
353;897;14/02/2026;2445;Myers-Carter;07/10/2023;A;capital;76.0;charge;Business
78;887;08/02/2025;1042;Johnson Ltd;07/11/2021;Large;together;57.0;part;Education
196;903;06/12/2022;2354;Brown, Young and Shea;28/03/2024;Set;talk;;;Sports
428;734;14/11/2020;2742;Baker-Cameron;26/09/2024;Method;nature;95.0;five;Sports
133;343;22/10/2022;2580;Parker-West;15/01/2022;Meet;nor;177.0;walk;Entertainment
267;7;26/04/2023;3964;Smith-Allen;09/04/2021;News;particular;;;Health
58;739;24/10/2020;3546;Kennedy, Hayes and Ferguson;06/09/2024;Tonight;fund;171.0;author;Culture
195;464;19/03/2020;881;Johnson-Wilson;14/12/2025;Control;energy;;;Culture
281;2;08/01/2023;4466;Hoffman, Watson and Peterson;03/09/2025;Of;space;;;Environment
315;846;18/07/2024;884;Suarez-Gardner;20/02/2022;At;Congress;;;Entertainment
352;191;11/03/2022;4841;Lane LLC;07/12/2022;Garden;scientist;;;Politics
126;18;25/10/2022;4124;Lyons-White;18/06/2022;Hospital;high;;;Environment
466;211;20/04/2024;590;Wright and Sons;20/05/2022;Interesting;consumer;45.0;throughout;Culture
466;211;20/04/2024;590;Wright and Sons;20/05/2022;Interesting;consumer;159.0;dog;Culture
148;572;24/08/2024;1999;Curtis, Villarreal and Wilkins;08/05/2023;Public;them;115.0;local;Health
