podcast_id;guest_id;date;amount;name;creation_date;title;category;sponsor_id;extra_info;subject
447;708;06/02/2020;3623;Wright PLC;27/01/2020;Sense;within;Sem Patrocinador;N/A;Politics
476;569;06/02/2020;2779;Zamora, Martin and Perry;27/01/2020;Behavior;treat;Sem Patrocinador;N/A;Politics
211;526;07/02/2020;1049;Arnold, Reynolds and Bowman;28/01/2020;Plant;kid;Sem Patrocinador;N/A;Culture
19;997;07/02/2020;2580;York-Rojas;28/01/2020;International;central;Sem Patrocinador;N/A;Science
240;788;07/02/2020;504;Steele, Moody and Robles;28/01/2020;Century;opportunity;110.0;large;Health
79;863;08/02/2020;4832;Spencer, Rhodes and Moore;29/01/2020;Street;evening;Sem Patrocinador;N/A;Sports
127;276;08/02/2020;3234;Gonzalez, Duarte and Malone;29/01/2020;Manager;form;Sem Patrocinador;N/A;Business
99;853;08/02/2020;1924;Hawkins Inc;29/01/2020;Way;set;Sem Patrocinador;N/A;Education
360;676;09/02/2020;217;Butler-Mcgee;30/01/2020;Without;series;Sem Patrocinador;N/A;Culture
253;44;09/02/2020;3092;Smith, Lewis and Benitez;30/01/2020;Edge;process;Sem Patrocinador;N/A;Business
429;86;09/02/2020;889;Marks-Wilson;30/01/2020;No;age;Sem Patrocinador;N/A;Entertainment
69;807;10/02/2020;1873;Martinez Inc;31/01/2020;Compare;away;98.0;several;Technology
417;196;10/02/2020;3939;Perez Group;31/01/2020;Usually;tell;Sem Patrocinador;N/A;Sports
281;535;10/02/2020;1201;Hoffman, Watson and Peterson;31/01/2020;Especially;I;Sem Patrocinador;N/A;Environment
243;951;11/02/2020;3495;Johnson Inc;01/02/2020;Adult;right;83.0;agreement;Science
216;132;11/02/2020;3995;Warren and Sons;01/02/2020;Middle;show;Sem Patrocinador;N/A;Education
5;841;11/02/2020;3727;Schneider Group;01/02/2020;About;page;Sem Patrocinador;N/A;Culture
476;17;12/02/2020;720;Zamora, Martin and Perry;02/02/2020;Before;determine;Sem Patrocinador;N/A;Politics
14;147;12/02/2020;1131;Mcdonald-Wall;02/02/2020;Rule;paper;107.0;identify;Politics
409;342;12/02/2020;312;Taylor Group;02/02/2020;Indicate;item;146.0;situation;Technology
230;219;13/02/2020;1427;Shaffer-Mayer;03/02/2020;Economy;bad;Sem Patrocinador;N/A;Culture
291;411;13/02/2020;3889;Fox-Carter;03/02/2020;Life;similar;70.0;family;Technology
273;893;13/02/2020;554;Long-Meyers;03/02/2020;Company;as;Sem Patrocinador;N/A;Health
285;62;14/02/2020;2313;Taylor-Hunt;04/02/2020;Rather;unit;Sem Patrocinador;N/A;Politics
275;351;14/02/2020;4050;Smith, Mcguire and Mueller;04/02/2020;Road;more;Sem Patrocinador;N/A;Environment
252;356;14/02/2020;2382;Martinez, Ward and Hughes;04/02/2020;Central;per;Sem Patrocinador;N/A;Entertainment
397;382;15/02/2020;2379;Boyer PLC;05/02/2020;Consumer;institution;Sem Patrocinador;N/A;Science
322;643;15/02/2020;2784;Alvarez, Foster and Barnes;05/02/2020;Image;play;Sem Patrocinador;N/A;Health
359;96;15/02/2020;843;Buchanan Ltd;05/02/2020;Support;nothing;176.0;lead;Culture
106;818;16/02/2020;3829;Dawson, Campbell and Jones;06/02/2020;Never;opportunity;Sem Patrocinador;N/A;Sports
30;649;16/02/2020;4076;Lowery and Sons;06/02/2020;Try;soldier;Sem Patrocinador;N/A;Politics
93;322;16/02/2020;1659;Fox-Morris;06/02/2020;Investment;product;Sem Patrocinador;N/A;Culture
151;56;17/02/2020;3503;Barber, Peters and Lewis;07/02/2020;Minute;girl;Sem Patrocinador;N/A;Entertainment
295;876;17/02/2020;4302;Daniels-Robinson;07/02/2020;Activity;himself;Sem Patrocinador;N/A;Environment
426;651;17/02/2020;3245;Castillo, Knight and Davis;07/02/2020;Small;where;Sem Patrocinador;N/A;Education
162;784;18/02/2020;4999;Jensen LLC;08/02/2020;Prepare;war;36.0;conference;Entertainment
346;846;18/02/2020;3604;Fuller Ltd;08/02/2020;At;Congress;90.0;writer;Business
448;351;18/02/2020;747;Thomas, Baker and Mason;08/02/2020;Road;more;Sem Patrocinador;N/A;Science
385;504;19/02/2020;768;Anderson, Cochran and Martinez;09/02/2020;Since;less;Sem Patrocinador;N/A;Business
262;207;19/02/2020;3368;Robbins-Cox;09/02/2020;Finally;meet;137.0;television;Culture
262;207;19/02/2020;3368;Robbins-Cox;09/02/2020;Finally;meet;188.0;exist;Culture
167;601;20/02/2020;1922;Bell-Mcmahon;10/02/2020;Radio;light;Sem Patrocinador;N/A;Health
79;842;20/02/2020;4221;Spencer, Rhodes and Moore;10/02/2020;Cause;offer;Sem Patrocinador;N/A;Sports
229;999;20/02/2020;2355;English, Johnson and Hart;10/02/2020;One;somebody;Sem Patrocinador;N/A;Education
356;168;21/02/2020;2865;George Group;11/02/2020;Sort;performance;62.0;six;Education
356;168;21/02/2020;2865;George Group;11/02/2020;Sort;performance;144.0;tough;Education
178;345;21/02/2020;3394;Good-Richards;11/02/2020;Radio;along;Sem Patrocinador;N/A;Science
46;571;22/02/2020;2203;Cox-Schaefer;12/02/2020;Nearly;rather;Sem Patrocinador;N/A;Sports
380;864;22/02/2020;1322;Kaufman-Rhodes;12/02/2020;Room;send;Sem Patrocinador;N/A;Environment
422;409;22/02/2020;1368;Oneill and Sons;12/02/2020;Seem;effort;Sem Patrocinador;N/A;Sports
71;494;23/02/2020;2287;Hudson Ltd;13/02/2020;Move;them;147.0;other;Environment
71;494;23/02/2020;2287;Hudson Ltd;13/02/2020;Move;them;167.0;often;Environment
191;571;23/02/2020;4717;Anderson Group;13/02/2020;Nearly;rather;Sem Patrocinador;N/A;Politics
260;831;24/02/2020;3230;Aguilar, Ferrell and Valentine;14/02/2020;Behavior;suddenly;Sem Patrocinador;N/A;Culture
16;910;24/02/2020;1036;Kline-Pope;14/02/2020;Degree;land;111.0;score;Culture
467;826;24/02/2020;1749;Davis Inc;14/02/2020;Inside;value;Sem Patrocinador;N/A;Business
8;74;25/02/2020;4172;Moore, Fischer and Gonzalez;15/02/2020;Official;many;198.0;home;Education
207;432;25/02/2020;984;Crosby Inc;15/02/2020;Important;consider;Sem Patrocinador;N/A;Entertainment
306;814;25/02/2020;1507;Williams, Wilson and Johnson;15/02/2020;Expert;discover;Sem Patrocinador;N/A;Health
206;441;26/02/2020;546;Marsh-Ramirez;16/02/2020;Dark;audience;26.0;town;Education
458;497;26/02/2020;685;Price-Thomas;16/02/2020;Wish;difficult;Sem Patrocinador;N/A;Technology
86;83;26/02/2020;1003;Guerrero Inc;16/02/2020;Test;accept;33.0;idea;Health
86;83;27/02/2020;1003;Guerrero Inc;17/02/2020;Test;accept;38.0;thought;Health
440;293;27/02/2020;4420;Garcia Group;17/02/2020;Strong;mission;165.0;central;Culture
500;36;27/02/2020;1153;Holmes-Ford;17/02/2020;Project;city;Sem Patrocinador;N/A;Business
495;443;28/02/2020;2334;Villanueva-Thompson;18/02/2020;Imagine;day;Sem Patrocinador;N/A;Business
422;232;28/02/2020;601;Oneill and Sons;18/02/2020;Phone;improve;Sem Patrocinador;N/A;Sports
422;621;28/02/2020;2057;Oneill and Sons;18/02/2020;Lose;return;Sem Patrocinador;N/A;Sports
341;842;29/02/2020;4664;King, Ramirez and Pierce;19/02/2020;Cause;offer;Sem Patrocinador;N/A;Environment
480;586;29/02/2020;1446;Wright, Collins and Mata;19/02/2020;Money;management;Sem Patrocinador;N/A;Sports
286;344;29/02/2020;2625;Jones Inc;19/02/2020;Serve;evidence;Sem Patrocinador;N/A;Health
153;339;01/03/2020;503;Hernandez PLC;20/02/2020;Local;much;148.0;next;Environment
247;91;01/03/2020;2195;Chavez-Ramirez;20/02/2020;Sign;treat;Sem Patrocinador;N/A;Environment
17;563;01/03/2020;1459;Rhodes-Thompson;20/02/2020;Crime;ground;Sem Patrocinador;N/A;Sports
130;129;02/03/2020;1620;Clark-Short;21/02/2020;Run;full;Sem Patrocinador;N/A;Entertainment
214;818;02/03/2020;1887;Carney PLC;21/02/2020;Never;opportunity;100.0;unit;Education
209;618;02/03/2020;1384;Smith-Henderson;21/02/2020;Too;fire;Sem Patrocinador;N/A;Science
232;156;03/03/2020;3604;Noble-Ball;22/02/2020;Ever;throughout;Sem Patrocinador;N/A;Education
238;584;03/03/2020;2523;Turner-Mccormick;22/02/2020;Be;day;75.0;get;Technology
238;584;03/03/2020;2523;Turner-Mccormick;22/02/2020;Be;day;160.0;whom;Technology
238;584;04/03/2020;2523;Turner-Mccormick;23/02/2020;Be;day;187.0;customer;Technology
419;358;04/03/2020;2504;Johnson-Patel;23/02/2020;Serious;list;Sem Patrocinador;N/A;Health
456;184;04/03/2020;3106;Tate and Sons;23/02/2020;Matter;organization;194.0;professional;Education
112;750;05/03/2020;1250;Tapia-Nelson;24/02/2020;Election;conference;Sem Patrocinador;N/A;Science
302;176;05/03/2020;1016;Roach, Griffin and Moore;24/02/2020;Market;argue;Sem Patrocinador;N/A;Politics
34;437;05/03/2020;2684;Estrada, Cabrera and Salas;24/02/2020;Central;support;Sem Patrocinador;N/A;Health
312;290;06/03/2020;3896;Green Inc;25/02/2020;Oil;maintain;178.0;cold;Science
36;129;06/03/2020;606;Sullivan and Sons;25/02/2020;Run;full;94.0;success;Environment
36;129;06/03/2020;606;Sullivan and Sons;25/02/2020;Run;full;108.0;thing;Environment
69;656;07/03/2020;819;Martinez Inc;26/02/2020;His;head;98.0;several;Technology
453;610;07/03/2020;1290;Short, Beck and Anderson;26/02/2020;Study;hour;Sem Patrocinador;N/A;Business
450;353;07/03/2020;1406;Casey-Sanchez;26/02/2020;Reflect;force;Sem Patrocinador;N/A;Entertainment
91;439;08/03/2020;743;Warren Group;27/02/2020;Staff;hundred;Sem Patrocinador;N/A;Technology
165;510;08/03/2020;4410;Mills-Morales;27/02/2020;View;sound;132.0;citizen;Science
176;467;08/03/2020;1056;Perry Group;27/02/2020;Just;western;156.0;data;Culture
132;290;09/03/2020;1637;Clark, Mitchell and Rodriguez;28/02/2020;Oil;maintain;Sem Patrocinador;N/A;Education
240;267;09/03/2020;4900;Steele, Moody and Robles;28/02/2020;Alone;place;110.0;large;Health
311;503;09/03/2020;1990;Green, Khan and Hawkins;28/02/2020;Study;environmental;Sem Patrocinador;N/A;Business
397;417;10/03/2020;784;Boyer PLC;29/02/2020;Live;effort;Sem Patrocinador;N/A;Science
322;669;10/03/2020;4228;Alvarez, Foster and Barnes;29/02/2020;Camera;determine;Sem Patrocinador;N/A;Health
243;942;10/03/2020;2914;Johnson Inc;29/02/2020;Others;one;83.0;agreement;Science
483;902;11/03/2020;1397;Reyes-Garza;01/03/2020;Crime;himself;Sem Patrocinador;N/A;Education
288;745;11/03/2020;3678;Acevedo Ltd;01/03/2020;Really;stop;121.0;few;Health
363;557;11/03/2020;3667;Page, Moore and Burgess;01/03/2020;Stand;wrong;Sem Patrocinador;N/A;Science
468;941;12/03/2020;3749;Howell, Coleman and Manning;02/03/2020;Sister;address;21.0;hit;Education
204;386;12/03/2020;3538;Thomas, Strong and Riley;02/03/2020;War;charge;119.0;investment;Sports
182;690;12/03/2020;3088;Herrera, Perry and Miranda;02/03/2020;State;himself;Sem Patrocinador;N/A;Culture
390;990;13/03/2020;1440;Vargas-Kane;03/03/2020;Provide;education;Sem Patrocinador;N/A;Business
121;703;13/03/2020;4558;Lambert Group;03/03/2020;Avoid;ok;179.0;movie;Business
446;972;13/03/2020;4839;Warren-Underwood;03/03/2020;Energy;attack;Sem Patrocinador;N/A;Politics
314;64;14/03/2020;1809;Carpenter-Davis;04/03/2020;Actually;eat;Sem Patrocinador;N/A;Business
335;219;14/03/2020;2694;Martin-Kaiser;04/03/2020;Economy;bad;Sem Patrocinador;N/A;Environment
181;192;14/03/2020;1927;Randolph-Mccoy;04/03/2020;More;you;85.0;quite;Education
53;785;15/03/2020;2300;Edwards, Freeman and Watson;05/03/2020;Tax;environment;Sem Patrocinador;N/A;Education
88;409;15/03/2020;3043;Johnson, Jackson and Franklin;05/03/2020;Seem;effort;Sem Patrocinador;N/A;Politics
479;252;15/03/2020;1377;Juarez, George and Chambers;05/03/2020;Authority;big;Sem Patrocinador;N/A;Technology
433;925;16/03/2020;817;Buckley and Sons;06/03/2020;Almost;learn;Sem Patrocinador;N/A;Sports
238;240;16/03/2020;1786;Turner-Mccormick;06/03/2020;Director;skill;75.0;get;Technology
238;240;16/03/2020;1786;Turner-Mccormick;06/03/2020;Director;skill;160.0;whom;Technology
238;240;17/03/2020;1786;Turner-Mccormick;07/03/2020;Director;skill;187.0;customer;Technology
13;400;17/03/2020;3054;Browning and Sons;07/03/2020;Marriage;now;Sem Patrocinador;N/A;Politics
122;477;17/03/2020;3576;West, Morrison and Cisneros;07/03/2020;Key;run;17.0;form;Entertainment
122;477;18/03/2020;3576;West, Morrison and Cisneros;08/03/2020;Key;run;29.0;character;Entertainment
426;896;18/03/2020;2101;Castillo, Knight and Davis;08/03/2020;One;hundred;Sem Patrocinador;N/A;Education
73;486;18/03/2020;3020;Williams, Adams and Miller;08/03/2020;Certain;class;Sem Patrocinador;N/A;Technology
56;283;19/03/2020;3029;Lara-Lewis;09/03/2020;Yes;money;Sem Patrocinador;N/A;Health
436;265;19/03/2020;1597;Vincent, Krueger and Coleman;09/03/2020;Upon;like;Sem Patrocinador;N/A;Politics
206;119;19/03/2020;2957;Marsh-Ramirez;09/03/2020;Information;soon;26.0;town;Education
176;951;20/03/2020;874;Perry Group;10/03/2020;Adult;right;156.0;data;Culture
285;623;20/03/2020;2654;Taylor-Hunt;10/03/2020;Occur;sea;Sem Patrocinador;N/A;Politics
275;607;20/03/2020;4388;Smith, Mcguire and Mueller;10/03/2020;Radio;miss;Sem Patrocinador;N/A;Environment
47;546;21/03/2020;1021;Cohen PLC;11/03/2020;Thought;everything;Sem Patrocinador;N/A;Science
278;530;21/03/2020;2192;Erickson LLC;11/03/2020;Hand;Republican;Sem Patrocinador;N/A;Culture
259;970;21/03/2020;3178;Bird LLC;11/03/2020;Movement;sometimes;6.0;field;Technology
52;865;22/03/2020;1186;Mclaughlin-Cole;12/03/2020;Compare;bad;Sem Patrocinador;N/A;Sports
306;20;22/03/2020;3719;Williams, Wilson and Johnson;12/03/2020;Central;indeed;Sem Patrocinador;N/A;Health
8;339;22/03/2020;4846;Moore, Fischer and Gonzalez;12/03/2020;Local;much;198.0;home;Education
296;824;23/03/2020;4683;Lopez, Hernandez and Reyes;13/03/2020;Allow;national;Sem Patrocinador;N/A;Culture
241;615;23/03/2020;4037;Garcia-Torres;13/03/2020;Others;feeling;Sem Patrocinador;N/A;Sports
87;489;23/03/2020;2497;Mccullough LLC;13/03/2020;Win;together;166.0;tax;Education
265;432;24/03/2020;3993;Marks, Ramsey and Kennedy;14/03/2020;Important;consider;Sem Patrocinador;N/A;Health
337;364;24/03/2020;963;Cannon-Valdez;14/03/2020;Job;order;Sem Patrocinador;N/A;Health
486;71;24/03/2020;1552;Kane-Black;14/03/2020;Pay;young;3.0;claim;Entertainment
348;611;25/03/2020;4157;Carr-Oneill;15/03/2020;Month;hair;53.0;stage;Health
348;611;25/03/2020;4157;Carr-Oneill;15/03/2020;Month;hair;123.0;everybody;Health
235;929;25/03/2020;1713;Weber and Sons;15/03/2020;Figure;any;Sem Patrocinador;N/A;Education
373;872;26/03/2020;1444;Dalton, Moore and Martinez;16/03/2020;Former;government;Sem Patrocinador;N/A;Business
259;825;26/03/2020;384;Bird LLC;16/03/2020;Visit;toward;6.0;field;Technology
458;792;26/03/2020;4863;Price-Thomas;16/03/2020;Buy;say;Sem Patrocinador;N/A;Technology
172;153;27/03/2020;1361;Frazier, White and Short;17/03/2020;House;face;68.0;major;Business
172;153;27/03/2020;1361;Frazier, White and Short;17/03/2020;House;face;193.0;black;Business
311;261;27/03/2020;4152;Green, Khan and Hawkins;17/03/2020;Across;tonight;Sem Patrocinador;N/A;Business
301;607;28/03/2020;1051;Wang PLC;18/03/2020;Radio;miss;192.0;table;Entertainment
478;451;28/03/2020;1371;Keller, Bell and Nash;18/03/2020;Republican;best;Sem Patrocinador;N/A;Education
298;312;28/03/2020;3365;Davis Group;18/03/2020;Language;always;Sem Patrocinador;N/A;Business
482;358;29/03/2020;3404;David, Warner and Quinn;19/03/2020;Serious;list;Sem Patrocinador;N/A;Science
291;185;29/03/2020;3392;Fox-Carter;19/03/2020;Indeed;plant;70.0;family;Technology
310;649;29/03/2020;2268;Perez-Haynes;19/03/2020;Try;soldier;Sem Patrocinador;N/A;Education
56;574;30/03/2020;2306;Lara-Lewis;20/03/2020;Specific;unit;Sem Patrocinador;N/A;Health
287;705;30/03/2020;4475;Davis and Sons;20/03/2020;Tonight;education;28.0;free;Sports
287;705;30/03/2020;4475;Davis and Sons;20/03/2020;Tonight;education;102.0;training;Sports
287;705;31/03/2020;4475;Davis and Sons;21/03/2020;Tonight;education;185.0;force;Sports
462;229;31/03/2020;1844;Ruiz-Hernandez;21/03/2020;Over;of;113.0;make;Environment
361;971;31/03/2020;1691;Perez-Owens;21/03/2020;;action;69.0;management;Culture
255;516;01/04/2020;2136;Friedman-Landry;22/03/2020;Third;attack;37.0;mouth;Culture
255;516;01/04/2020;2136;Friedman-Landry;22/03/2020;Third;attack;175.0;term;Culture
439;887;01/04/2020;1264;Johnson-Stewart;22/03/2020;Large;together;Sem Patrocinador;N/A;Education
71;754;02/04/2020;3645;Hudson Ltd;23/03/2020;Ready;future;147.0;other;Environment
71;754;02/04/2020;3645;Hudson Ltd;23/03/2020;Ready;future;167.0;often;Environment
180;257;02/04/2020;3464;Rice Group;23/03/2020;Yet;room;Sem Patrocinador;N/A;Culture
77;504;03/04/2020;1909;Ellis, Perry and Weber;24/03/2020;Since;less;Sem Patrocinador;N/A;Science
381;821;03/04/2020;1037;Gray-Gonzalez;24/03/2020;Involve;meet;Sem Patrocinador;N/A;Environment
432;184;03/04/2020;2174;Ayala Group;24/03/2020;Matter;organization;168.0;international;Politics
275;702;04/04/2020;2129;Smith, Mcguire and Mueller;25/03/2020;Year;strong;Sem Patrocinador;N/A;Environment
364;725;04/04/2020;3793;Bryant-Bullock;25/03/2020;Old;require;31.0;quite;Entertainment
119;810;04/04/2020;508;Clark and Sons;25/03/2020;Enjoy;college;135.0;alone;Education
441;233;05/04/2020;3113;Stone Ltd;26/03/2020;Carry;take;8.0;ten;Entertainment
493;397;05/04/2020;4510;Jordan Group;26/03/2020;Figure;operation;Sem Patrocinador;N/A;Health
309;989;05/04/2020;4334;Sims-Smith;26/03/2020;Office;us;Sem Patrocinador;N/A;Culture
90;825;06/04/2020;2492;Williams Ltd;27/03/2020;Visit;toward;Sem Patrocinador;N/A;Culture
9;460;06/04/2020;4399;Fowler Group;27/03/2020;Than;during;Sem Patrocinador;N/A;Health
242;841;06/04/2020;2909;Moore, Aguilar and Bowers;27/03/2020;About;page;Sem Patrocinador;N/A;Politics
323;246;07/04/2020;4544;Watson-Hardy;28/03/2020;Hot;over;Sem Patrocinador;N/A;Technology
321;847;07/04/2020;4660;Woods-Bell;28/03/2020;Election;again;Sem Patrocinador;N/A;Sports
453;670;07/04/2020;2716;Short, Beck and Anderson;28/03/2020;Analysis;more;Sem Patrocinador;N/A;Business
12;206;08/04/2020;552;Harris-Thomas;29/03/2020;Poor;go;14.0;now;Education
245;188;08/04/2020;3099;Johnson-Mclaughlin;29/03/2020;Yourself;prevent;Sem Patrocinador;N/A;Culture
113;809;08/04/2020;829;Weaver-Roth;29/03/2020;Consider;however;32.0;put;Sports
113;809;09/04/2020;829;Weaver-Roth;30/03/2020;Consider;however;42.0;road;Sports
387;913;09/04/2020;4667;Zimmerman Group;30/03/2020;American;executive;1.0;it;Culture
